P1,P3,P4,P7,EDAD,SEXO,ENT,DOMINIO,REGION,EST_DIS,UPM_DIS,ESTRATO
4,1,1,2,32,2,16,1,2,145,5136,2
9,2,,1,58,1,16,1,2,145,5136,2
9,1,1,9,23,1,16,1,2,145,5136,2
9,1,2,3,47,1,16,1,2,145,5136,2
9,1,2,9,36,2,16,1,2,145,5136,2
9,,,,64,1,16,1,2,145,5136,2
9,2,,1,47,2,16,1,2,145,5136,2
9,2,,1,50,2,16,1,2,145,5136,2
9,2,,1,54,2,16,1,2,145,5136,2
9,1,1,5,29,2,16,1,2,145,5136,2
5,1,1,2,56,1,16,1,2,145,5136,2
9,,,,72,2,16,1,2,145,5136,2
2,1,1,3,32,1,16,1,2,145,5136,2
9,1,2,3,49,1,16,1,2,145,5136,2
9,1,2,2,24,1,16,1,2,145,5136,2
9,2,,1,49,2,16,1,2,145,5137,2
9,1,2,1,39,1,16,1,2,145,5137,2
4,1,1,3,29,2,16,1,2,145,5137,2
2,1,2,1,24,1,16,1,2,145,5137,2
9,,,,93,1,16,1,2,145,5137,2
9,2,,1,36,2,16,1,2,145,5137,2
4,1,1,5,21,2,16,1,2,145,5137,2
4,1,1,4,27,1,16,1,2,145,5137,2
9,1,2,1,31,2,16,1,2,145,5137,2
9,,,,44,2,16,1,2,145,5137,2
9,,,,55,2,16,1,2,145,5137,2
9,9,,3,33,1,16,1,2,145,5137,2
9,,,,81,2,16,1,2,145,5137,2
9,1,1,4,31,2,16,1,2,145,5137,2
9,2,,1,57,2,16,1,2,145,5137,2
4,1,1,4,22,2,16,1,2,145,5137,2
9,,,,60,1,16,1,2,145,5137,2
9,,,,43,2,16,1,2,145,5137,2
9,1,2,2,35,2,16,1,2,145,5137,2
9,1,2,1,33,1,16,1,2,145,5138,2
3,1,1,3,39,1,16,1,2,145,5138,2
4,1,2,2,47,2,16,1,2,145,5138,2
3,1,1,4,39,2,16,1,2,145,5138,2
9,2,,2,48,1,16,1,2,145,5138,2
9,2,,1,41,1,16,1,2,145,5138,2
9,1,2,2,35,1,16,1,2,145,5138,2
9,1,2,1,22,2,16,1,2,145,5138,2
9,,,,62,2,16,1,2,145,5138,2
9,,,,53,1,16,1,2,145,5138,2
9,,,,39,1,16,1,2,145,5138,2
9,2,,2,63,2,16,1,2,145,5138,2
9,1,2,1,59,2,16,1,2,145,5138,2
9,,,,63,1,16,1,2,145,5138,2
9,2,,1,39,2,16,1,2,145,5138,2
9,2,,2,41,2,16,1,2,145,5138,2
9,,,,47,1,16,1,2,145,5138,2
9,1,2,1,60,1,16,1,2,145,5138,2
9,1,2,1,46,1,16,1,2,145,5138,2
9,1,2,2,31,2,16,1,2,145,5138,2
3,2,,2,70,2,16,1,2,145,5138,2
9,1,2,1,60,1,16,1,2,146,5139,3
9,1,2,1,29,2,16,1,2,146,5139,3
3,1,2,1,58,1,16,1,2,146,5139,3
9,2,,2,65,2,16,1,2,146,5139,3
9,1,2,1,44,2,16,1,2,146,5139,3
9,1,2,1,26,2,16,1,2,146,5139,3
9,2,,2,49,2,16,1,2,146,5139,3
9,,,,112,2,16,1,2,146,5139,3
9,1,2,2,45,1,16,1,2,146,5139,3
9,1,1,1,29,2,16,1,2,146,5139,3
9,1,1,1,36,1,16,1,2,146,5139,3
9,1,1,2,27,2,16,1,2,146,5139,3
9,1,2,1,32,1,16,1,2,146,5139,3
9,1,2,2,20,1,16,1,2,146,5139,3
9,2,,3,49,2,16,1,2,146,5139,3
9,1,2,3,68,2,16,1,2,146,5139,3
9,2,,3,39,2,16,1,2,146,5139,3
9,1,1,2,54,1,16,1,2,146,5139,3
9,1,2,2,45,2,16,1,2,146,5139,3
9,,,,52,2,16,1,2,147,5140,1
9,2,,1,24,1,16,1,2,147,5140,1
9,1,1,3,22,2,16,1,2,147,5140,1
9,1,1,5,20,2,16,1,2,147,5140,1
9,1,2,1,22,1,16,1,2,147,5140,1
9,1,1,4,36,1,16,1,2,147,5140,1
3,1,2,2,35,1,16,1,2,147,5140,1
9,2,,3,56,1,16,1,2,147,5140,1
9,,,,70,2,16,1,2,147,5140,1
9,,,,50,1,16,1,2,147,5140,1
9,,,,29,2,16,1,2,147,5140,1
9,9,,9,37,2,16,1,2,147,5140,1
3,2,,1,60,1,16,1,2,147,5140,1
9,1,2,2,36,2,16,1,2,147,5140,1
9,,,,34,1,16,1,2,147,5140,1
9,,,,45,2,16,1,2,147,5140,1
9,2,,2,39,2,16,1,2,147,5140,1
9,1,1,3,46,2,16,1,2,147,5140,1
9,1,2,2,36,2,16,1,2,147,5140,1
9,1,2,4,37,2,16,1,2,147,5140,1
9,1,2,3,30,1,16,1,2,147,5140,1
9,2,,2,64,2,16,1,2,147,5140,1
9,,,,72,1,16,1,2,147,5140,1
9,,,,40,2,16,1,2,147,5140,1
9,1,2,1,36,1,16,1,2,147,5140,1
9,,,,62,1,16,1,2,147,5140,1
9,1,2,1,71,1,16,1,2,155,5141,2
9,1,1,5,65,2,16,1,2,155,5141,2
9,1,2,2,46,2,16,1,2,155,5141,2
9,1,2,2,54,2,16,1,2,148,5142,2
9,2,,1,38,1,16,1,2,148,5142,2
9,1,2,1,31,2,16,1,2,148,5142,2
9,1,2,1,56,2,16,1,2,148,5142,2
9,2,,1,43,2,16,1,2,148,5142,2
9,2,,1,32,2,16,1,2,148,5142,2
9,2,,1,47,1,16,1,2,148,5142,2
9,2,,1,71,2,16,1,2,148,5142,2
4,1,1,5,30,2,16,1,2,148,5142,2
9,2,,1,64,2,16,1,2,148,5142,2
9,1,2,2,36,2,16,1,2,148,5142,2
9,2,,1,90,1,16,1,2,148,5142,2
9,1,1,4,40,2,16,1,2,148,5142,2
9,1,2,1,67,1,16,1,2,148,5142,2
9,1,1,5,36,2,16,1,2,148,5142,2
9,1,2,1,30,2,16,1,2,148,5142,2
9,2,,1,53,2,16,1,2,148,5142,2
9,,,,65,1,16,1,2,148,5142,2
5,1,1,5,36,2,16,1,2,148,5142,2
9,9,,1,48,1,16,1,2,148,5142,2
9,1,1,3,20,2,16,1,2,147,5143,1
9,1,1,3,60,2,16,1,2,147,5143,1
9,1,2,3,46,1,16,1,2,147,5143,1
9,1,1,2,21,1,16,1,2,147,5143,1
9,1,2,3,33,2,16,1,2,147,5143,1
9,,,,49,1,16,1,2,147,5143,1
9,2,,2,74,1,16,1,2,147,5143,1
6,1,1,4,24,2,16,1,2,147,5143,1
9,1,1,2,31,2,16,1,2,147,5143,1
9,1,1,1,46,1,16,1,2,147,5143,1
9,1,2,2,25,1,16,1,2,147,5143,1
9,,,,36,1,16,1,2,147,5143,1
9,1,2,2,37,2,16,1,2,147,5143,1
9,1,2,1,68,2,16,1,2,147,5143,1
9,,,,47,1,16,1,2,147,5143,1
9,1,1,1,20,2,16,1,2,147,5143,1
9,1,1,2,28,1,16,1,2,147,5143,1
9,1,2,1,33,2,16,1,2,147,5143,1
9,,,,65,1,16,1,2,147,5143,1
9,1,2,1,29,2,16,1,2,148,5144,2
9,1,2,1,62,2,16,1,2,148,5144,2
9,,,,65,1,16,1,2,148,5144,2
9,,,,84,2,16,1,2,148,5144,2
9,2,,2,40,2,16,1,2,148,5144,2
9,2,,1,62,2,16,1,2,148,5144,2
9,1,1,1,61,2,16,1,2,148,5144,2
9,1,1,1,35,1,16,1,2,148,5144,2
9,2,,1,78,2,16,1,2,148,5144,2
9,,,,71,1,16,1,2,148,5144,2
9,1,2,2,20,1,16,1,2,148,5144,2
9,1,1,2,37,1,16,1,2,148,5144,2
9,1,1,1,24,1,16,1,2,148,5144,2
9,1,1,5,73,1,16,1,2,148,5144,2
9,1,2,3,31,1,16,1,2,148,5144,2
9,1,2,2,44,2,16,1,2,148,5144,2
9,1,2,1,32,2,16,1,2,148,5144,2
9,1,2,1,38,2,16,1,2,148,5144,2
9,9,,1,69,2,16,1,2,148,5144,2
9,2,,3,32,1,16,1,2,148,5144,2
9,,,,71,1,16,1,2,148,5144,2
9,1,2,3,23,2,16,1,2,148,5144,2
9,1,1,4,28,2,16,1,2,148,5145,2
9,2,,1,63,2,16,1,2,148,5145,2
9,1,2,1,42,2,16,1,2,148,5145,2
9,9,,1,39,1,16,1,2,148,5145,2
9,2,,3,21,1,16,1,2,148,5145,2
9,,,,79,1,16,1,2,148,5145,2
9,1,2,3,37,1,16,1,2,148,5145,2
9,1,2,1,30,2,16,1,2,148,5145,2
9,1,1,3,50,2,16,1,2,148,5145,2
9,,,,56,1,16,1,2,148,5145,2
4,1,2,1,43,2,16,1,2,148,5145,2
9,9,,1,36,2,16,1,2,148,5145,2
9,,,,82,1,16,1,2,148,5145,2
9,1,2,1,52,1,16,1,2,148,5145,2
9,,,,61,1,16,1,2,148,5145,2
9,1,2,1,23,1,16,1,2,148,5145,2
9,1,1,5,22,2,16,1,2,148,5145,2
9,1,2,1,38,2,16,1,2,148,5145,2
9,1,2,1,25,1,16,1,2,148,5145,2
9,1,2,2,21,2,16,1,2,148,5146,2
1,1,1,2,49,2,16,1,2,148,5146,2
9,1,2,2,68,2,16,1,2,148,5146,2
9,,,,64,2,16,1,2,148,5146,2
9,1,2,1,23,2,16,1,2,148,5146,2
9,2,,1,83,1,16,1,2,148,5146,2
9,2,,1,78,1,16,1,2,148,5146,2
1,1,1,2,48,1,16,1,2,148,5146,2
9,,,,35,1,16,1,2,148,5146,2
9,1,2,3,30,2,16,1,2,148,5146,2
9,1,2,1,72,2,16,1,2,148,5146,2
9,1,1,1,21,1,16,1,2,148,5146,2
9,2,,1,36,1,16,1,2,148,5146,2
9,1,1,3,28,1,16,1,2,148,5146,2
9,1,2,1,32,2,16,1,2,148,5146,2
9,,,,23,1,16,1,2,148,5146,2
9,1,2,2,53,1,16,1,2,148,5146,2
9,1,1,2,40,2,16,1,2,148,5146,2
9,1,1,2,48,1,16,1,2,148,5147,2
4,1,1,3,49,1,16,1,2,148,5147,2
4,1,1,3,66,2,16,1,2,148,5147,2
9,1,2,3,61,2,16,1,2,148,5147,2
4,1,1,2,27,1,16,1,2,148,5147,2
9,2,,1,32,1,16,1,2,148,5147,2
9,1,2,2,71,2,16,1,2,148,5147,2
9,2,,1,59,2,16,1,2,148,5147,2
9,1,2,3,72,1,16,1,2,148,5147,2
9,2,,1,27,2,16,1,2,148,5147,2
1,2,,2,48,2,16,1,2,148,5147,2
3,1,1,3,49,2,16,1,2,148,5147,2
9,1,2,2,53,2,16,1,2,148,5147,2
9,1,1,2,49,2,16,1,2,148,5147,2
2,1,1,3,36,1,16,1,2,148,5147,2
9,1,1,1,23,2,16,1,2,148,5147,2
9,1,2,1,28,2,16,1,2,148,5147,2
9,1,2,2,39,2,16,2,2,150,5148,2
4,1,2,1,38,1,16,2,2,150,5148,2
9,1,2,1,47,2,16,2,2,150,5148,2
4,1,1,5,34,1,16,2,2,150,5148,2
9,1,1,5,75,1,16,2,2,150,5148,2
9,1,1,3,54,1,16,2,2,150,5148,2
9,1,2,2,49,2,16,2,2,150,5148,2
9,1,2,2,32,2,16,2,2,150,5148,2
9,1,1,2,65,1,16,2,2,150,5148,2
9,2,,1,35,2,16,2,2,150,5148,2
6,2,,1,44,1,16,2,2,150,5148,2
9,1,1,3,44,1,16,2,2,150,5148,2
9,1,2,1,37,2,16,2,2,150,5148,2
4,1,1,5,35,2,16,2,2,150,5148,2
9,1,1,2,66,2,16,2,2,150,5148,2
5,1,2,2,40,2,16,2,2,150,5148,2
9,2,,1,44,1,16,2,2,150,5149,2
9,,,,83,1,16,2,2,150,5149,2
9,2,,1,42,2,16,2,2,150,5149,2
9,2,,1,27,1,16,2,2,150,5149,2
9,1,2,1,27,1,16,2,2,150,5149,2
9,2,,1,46,1,16,2,2,150,5149,2
9,2,,1,20,1,16,2,2,150,5149,2
9,2,,2,37,2,16,2,2,150,5149,2
9,,,,30,1,16,2,2,150,5149,2
9,1,2,3,52,2,16,2,2,150,5149,2
9,1,2,1,26,2,16,2,2,150,5149,2
9,,,,75,1,16,2,2,150,5149,2
9,1,1,3,60,2,16,2,2,150,5149,2
9,1,2,2,50,1,16,2,2,150,5149,2
9,2,,2,54,2,16,2,2,150,5149,2
9,1,1,4,36,1,16,2,2,150,5149,2
9,,,,75,1,16,2,2,150,5149,2
9,1,2,4,72,1,16,2,2,150,5149,2
9,2,,1,55,1,16,2,2,150,5149,2
9,1,2,1,61,2,16,2,2,150,5149,2
9,9,,1,79,2,16,2,2,150,5150,2
9,,,,86,2,16,2,2,150,5150,2
3,2,,1,26,2,16,2,2,150,5150,2
9,,,,64,2,16,2,2,150,5150,2
9,1,2,1,33,1,16,2,2,150,5150,2
9,2,,2,57,1,16,2,2,150,5150,2
9,1,1,3,24,1,16,2,2,150,5150,2
9,1,1,2,51,2,16,2,2,150,5150,2
9,1,1,3,33,1,16,2,2,150,5150,2
9,1,2,2,29,2,16,2,2,150,5150,2
4,1,2,1,21,1,16,2,2,150,5150,2
9,2,,1,56,1,16,2,2,150,5150,2
9,1,2,1,51,2,16,2,2,150,5150,2
9,1,2,1,20,1,16,2,2,150,5150,2
9,1,1,3,54,2,16,2,2,150,5150,2
9,1,2,1,48,2,16,2,2,150,5150,2
9,1,1,1,26,1,16,2,2,150,5150,2
4,1,1,1,35,2,16,2,2,150,5150,2
9,,,,46,1,16,2,2,150,5150,2
3,1,1,2,21,2,16,2,2,150,5150,2
9,2,,1,29,1,16,2,2,150,5150,2
9,1,2,1,28,1,16,2,2,149,5151,1
9,,,,77,1,16,2,2,149,5151,1
9,2,,1,32,2,16,2,2,149,5151,1
9,2,,1,35,2,16,2,2,149,5151,1
9,2,,1,58,1,16,2,2,149,5151,1
9,2,,1,20,2,16,2,2,149,5151,1
9,,,,78,2,16,2,2,149,5151,1
9,2,,1,20,2,16,2,2,149,5151,1
9,,,,78,2,16,2,2,149,5151,1
9,,,,71,1,16,2,2,149,5151,1
9,,,,77,2,16,2,2,149,5151,1
9,9,,2,38,1,16,2,2,149,5151,1
9,1,2,3,37,1,16,2,2,149,5151,1
9,,,,35,1,16,2,2,149,5151,1
9,1,1,3,25,2,16,2,2,149,5151,1
9,1,2,3,33,1,16,2,2,149,5151,1
9,1,2,2,32,2,16,2,2,149,5151,1
9,,,,44,1,16,2,2,149,5151,1
9,2,,1,28,2,16,2,2,149,5152,1
9,1,1,2,35,2,16,2,2,149,5152,1
9,2,,1,42,1,16,2,2,149,5152,1
9,1,1,1,39,1,16,2,2,149,5152,1
9,,,,63,2,16,2,2,149,5152,1
9,,,,30,2,16,2,2,149,5152,1
9,,,,22,2,16,2,2,149,5152,1
9,,,,25,1,16,2,2,149,5152,1
9,,,,57,1,16,2,2,149,5152,1
9,1,1,3,24,2,16,2,2,149,5152,1
9,1,2,1,24,1,16,2,2,149,5152,1
9,1,2,1,28,2,16,2,2,149,5152,1
9,,,,91,1,16,2,2,149,5152,1
9,2,,1,27,2,16,2,2,149,5152,1
9,,,,76,2,16,2,2,149,5152,1
9,2,,2,32,1,16,2,2,149,5152,1
9,1,2,2,33,2,16,2,2,149,5152,1
9,,,,53,1,16,2,2,149,5152,1
9,1,2,3,40,2,16,2,2,149,5152,1
9,1,1,3,34,2,16,2,2,149,5153,1
9,2,,1,67,2,16,2,2,149,5153,1
9,9,,1,47,2,16,2,2,149,5153,1
9,,,,93,2,16,2,2,149,5153,1
9,2,,3,57,1,16,2,2,149,5153,1
9,1,2,4,36,1,16,2,2,149,5153,1
9,2,,1,83,1,16,2,2,149,5153,1
9,2,,1,30,1,16,2,2,149,5153,1
9,2,,2,58,2,16,2,2,149,5153,1
9,1,2,2,32,2,16,2,2,149,5153,1
9,1,1,2,27,1,16,2,2,149,5153,1
9,1,2,1,43,1,16,2,2,149,5153,1
9,1,2,1,60,2,16,2,2,149,5153,1
9,,,,58,1,16,2,2,149,5153,1
1,1,1,2,27,2,16,2,2,149,5153,1
9,1,2,1,61,2,16,2,2,149,5153,1
9,1,1,4,33,1,16,2,2,149,5153,1
9,1,2,1,50,1,16,2,2,149,5153,1
9,,,,75,1,16,2,2,149,5153,1
9,,,,70,1,16,2,2,150,5154,2
9,1,2,1,37,2,16,2,2,150,5154,2
9,9,,1,48,1,16,2,2,150,5154,2
9,1,2,1,24,1,16,2,2,150,5154,2
9,1,1,4,21,2,16,2,2,150,5154,2
9,2,,2,25,2,16,2,2,150,5154,2
9,1,2,2,40,2,16,2,2,150,5154,2
9,,,,66,2,16,2,2,150,5154,2
9,1,2,2,63,1,16,2,2,150,5154,2
9,1,2,1,25,1,16,2,2,150,5154,2
9,2,,1,29,2,16,2,2,150,5154,2
9,,,,61,1,16,2,2,150,5154,2
9,1,2,3,39,2,16,2,2,150,5154,2
9,2,,3,42,2,16,2,2,150,5154,2
9,1,1,1,42,2,16,2,2,150,5154,2
9,1,1,3,27,1,16,2,2,150,5154,2
9,1,2,2,45,2,16,2,2,150,5154,2
9,2,,1,29,2,16,2,2,150,5154,2
9,1,2,2,41,2,16,2,2,150,5154,2
9,,,,80,2,16,2,2,149,5155,1
9,1,2,1,46,2,16,2,2,149,5155,1
9,1,1,1,25,1,16,2,2,149,5155,1
9,2,,1,28,2,16,2,2,149,5155,1
9,1,1,2,34,1,16,2,2,149,5155,1
9,,,,77,2,16,2,2,149,5155,1
9,2,,5,27,2,16,2,2,149,5155,1
9,1,2,2,32,2,16,2,2,149,5155,1
9,,,,57,2,16,2,2,149,5155,1
9,1,1,1,35,1,16,2,2,149,5155,1
9,2,,1,38,1,16,2,2,149,5155,1
9,1,1,3,31,2,16,2,2,149,5155,1
9,,,,63,2,16,2,2,149,5155,1
9,,,,58,2,16,2,2,149,5155,1
5,1,1,4,25,2,16,2,2,149,5155,1
9,,,,55,1,16,2,2,149,5155,1
9,1,1,2,34,2,16,2,2,149,5155,1
9,1,2,1,28,1,16,2,2,149,5155,1
9,1,2,3,26,2,16,2,2,149,5155,1
9,1,2,2,52,1,16,2,2,149,5155,1
9,2,,1,40,1,16,2,2,149,5155,1
9,,,,38,2,16,2,2,149,5156,1
9,1,1,5,40,1,16,2,2,149,5156,1
9,1,1,3,25,2,16,2,2,149,5156,1
9,2,,1,36,2,16,2,2,149,5156,1
9,1,1,1,29,2,16,2,2,149,5156,1
9,,,,74,1,16,2,2,149,5156,1
9,2,,2,30,2,16,2,2,149,5156,1
9,2,,1,28,1,16,2,2,149,5156,1
9,,,,72,2,16,2,2,149,5156,1
9,1,2,1,44,2,16,2,2,149,5156,1
9,9,,1,20,2,16,2,2,149,5156,1
9,,,,47,2,16,2,2,149,5156,1
9,,,,77,1,16,2,2,149,5156,1
9,1,2,2,29,2,16,2,2,149,5156,1
9,1,2,1,27,1,16,2,2,149,5156,1
9,1,2,1,22,2,16,2,2,149,5156,1
9,,,,54,2,16,2,2,149,5156,1
9,1,1,2,32,1,16,2,2,149,5156,1
9,1,1,1,62,1,17,1,2,162,5157,3
1,2,,1,64,1,17,1,2,162,5157,3
3,9,,1,70,2,17,1,2,162,5157,3
9,2,,2,85,2,17,1,2,162,5157,3
9,1,2,1,66,1,17,1,2,161,5158,2
9,2,,1,46,1,17,1,2,161,5158,2
9,1,2,1,64,2,17,1,2,161,5158,2
9,2,,1,38,2,17,1,2,161,5158,2
9,1,1,3,36,2,17,1,2,161,5159,2
9,1,1,1,29,2,17,1,2,161,5159,2
9,1,1,1,49,1,17,1,2,161,5159,2
9,1,1,1,26,2,17,1,2,161,5159,2
9,1,1,1,23,2,17,1,2,161,5160,2
9,1,1,1,55,1,17,1,2,161,5160,2
4,2,,1,39,2,17,1,2,161,5160,2
9,,,,83,2,17,1,2,161,5160,2
9,1,2,1,46,1,17,1,2,161,5160,2
9,1,2,1,28,1,17,1,2,161,5161,2
3,1,1,4,30,2,17,1,2,161,5161,2
9,1,1,3,21,1,17,1,2,161,5161,2
9,1,1,5,58,2,17,1,2,161,5161,2
9,1,2,1,31,2,17,1,2,161,5161,2
9,1,1,2,47,1,17,1,2,161,5162,2
9,2,,3,28,2,17,1,2,161,5162,2
9,,,,30,2,17,1,2,161,5162,2
9,1,1,1,80,1,17,1,2,161,5162,2
3,1,2,1,52,2,17,1,2,161,5162,2
9,1,2,2,38,1,17,1,2,161,5163,2
5,1,1,4,34,2,17,1,2,161,5163,2
9,,,,48,2,17,1,2,161,5163,2
9,1,1,2,54,2,17,1,2,161,5163,2
4,1,1,3,59,2,17,1,2,161,5163,2
9,2,,1,57,2,17,1,2,162,5164,3
4,1,2,3,22,2,17,1,2,162,5164,3
2,1,2,1,24,2,17,1,2,162,5164,3
9,2,,2,52,1,17,1,2,162,5164,3
3,1,1,3,39,2,17,1,2,162,5165,3
4,1,1,5,31,1,17,1,2,162,5165,3
9,1,2,1,51,2,17,1,2,162,5165,3
9,2,,1,68,2,17,1,2,162,5165,3
9,,,,41,2,17,1,2,162,5165,3
9,1,1,3,50,1,17,1,2,161,5166,2
9,1,1,5,61,2,17,1,2,161,5166,2
9,1,1,3,50,2,17,1,2,161,5166,2
1,1,2,2,59,1,17,1,2,161,5166,2
9,1,1,3,45,2,17,1,2,161,5166,2
9,,,,93,1,17,1,2,161,5167,2
9,2,,1,84,2,17,1,2,161,5167,2
9,1,1,3,22,2,17,1,2,161,5167,2
9,1,1,2,58,2,17,1,2,161,5167,2
1,1,1,3,44,1,17,1,2,162,5168,3
1,1,1,4,25,2,17,1,2,162,5168,3
9,2,,1,45,2,17,1,2,162,5168,3
1,1,1,4,61,2,17,1,2,162,5168,3
4,1,1,3,57,2,17,1,2,162,5168,3
3,1,1,4,32,1,17,1,2,163,5169,4
9,1,1,5,40,2,17,1,2,163,5169,4
9,1,1,4,65,1,17,1,2,163,5169,4
9,1,2,1,59,2,17,1,2,162,5170,3
1,1,2,1,53,1,17,1,2,161,5171,2
3,1,1,3,56,2,17,1,2,161,5171,2
5,1,1,2,49,1,17,1,2,161,5171,2
6,1,1,2,81,1,17,1,2,161,5171,2
5,1,1,4,37,1,17,1,2,163,5172,4
9,2,,1,74,1,17,1,2,163,5172,4
9,2,,1,21,2,17,1,2,163,5172,4
9,1,1,3,29,2,17,1,2,163,5172,4
4,1,2,1,24,1,17,1,2,163,5172,4
9,1,1,3,21,2,17,1,2,161,5173,2
9,1,2,3,38,2,17,1,2,161,5173,2
9,1,2,3,35,2,17,1,2,161,5173,2
9,2,,3,48,2,17,1,2,161,5174,2
9,2,,2,75,2,17,1,2,161,5174,2
9,,,,57,1,17,1,2,161,5174,2
9,1,1,4,42,2,17,1,2,161,5174,2
4,1,2,3,63,2,17,1,2,161,5174,2
9,1,1,1,68,2,17,1,2,161,5175,2
9,1,2,3,55,2,17,1,2,161,5175,2
9,1,2,2,49,2,17,1,2,161,5175,2
9,2,,1,50,2,17,1,2,161,5175,2
9,1,2,1,29,1,17,1,2,161,5175,2
9,2,,1,57,1,17,1,2,162,5176,3
9,1,1,3,54,1,17,1,2,162,5176,3
4,1,1,2,31,2,17,1,2,161,5177,2
9,1,1,3,32,1,17,1,2,161,5177,2
9,1,2,3,23,2,17,1,2,161,5177,2
1,1,2,1,61,2,17,1,2,161,5178,2
9,1,2,1,64,1,17,1,2,161,5178,2
1,1,1,3,29,2,17,1,2,161,5178,2
9,2,,1,42,2,17,1,2,161,5178,2
9,1,2,3,22,2,17,1,2,162,5179,3
9,1,2,1,55,1,17,1,2,162,5179,3
9,1,1,3,65,1,17,1,2,162,5179,3
9,1,2,3,47,2,17,1,2,162,5179,3
1,1,1,3,58,1,17,1,2,162,5179,3
9,1,2,2,65,1,17,1,2,163,5180,4
9,1,2,5,47,1,17,1,2,163,5180,4
3,1,1,3,57,2,17,1,2,163,5180,4
9,1,2,1,51,2,17,1,2,163,5180,4
3,1,1,3,57,2,17,1,2,163,5180,4
9,,,,66,2,17,1,2,162,5181,3
5,1,1,3,59,1,17,1,2,162,5181,3
9,2,,1,62,2,17,1,2,162,5181,3
9,1,2,1,40,1,17,1,2,162,5181,3
4,1,1,5,50,1,17,1,2,162,5182,3
2,1,1,2,49,1,17,1,2,162,5182,3
9,1,2,1,28,2,17,1,2,162,5182,3
9,1,1,1,36,1,17,1,2,162,5183,3
2,1,1,1,66,2,17,1,2,162,5183,3
4,1,2,3,60,2,17,1,2,162,5183,3
9,2,,3,54,2,17,1,2,162,5183,3
4,1,1,1,44,1,17,1,2,162,5183,3
5,1,2,2,48,1,17,1,2,162,5184,3
5,1,1,3,25,2,17,1,2,162,5184,3
9,1,1,5,60,2,17,1,2,162,5184,3
9,2,,1,32,1,17,1,2,161,5185,2
9,1,2,3,32,2,17,1,2,161,5185,2
9,1,2,1,33,2,17,1,2,161,5185,2
9,2,,1,32,2,17,1,2,161,5185,2
9,1,2,1,35,2,17,1,2,161,5185,2
9,1,2,1,23,2,17,1,2,161,5186,2
9,1,1,3,22,1,17,1,2,161,5186,2
9,2,,1,46,2,17,1,2,161,5186,2
9,1,2,1,62,2,17,1,2,162,5187,3
9,2,,1,75,2,17,1,2,162,5187,3
9,1,2,2,50,2,17,1,2,162,5187,3
9,1,2,1,47,2,17,1,2,162,5187,3
9,1,2,1,60,1,17,1,2,161,5188,2
9,1,2,1,39,1,17,1,2,161,5188,2
9,1,2,1,37,1,17,1,2,161,5188,2
5,1,1,3,29,2,17,1,2,161,5188,2
9,2,,3,73,1,17,1,2,161,5189,2
9,1,1,3,55,1,17,1,2,161,5189,2
9,9,,1,62,1,17,1,2,161,5189,2
9,1,1,1,22,1,17,1,2,161,5189,2
9,1,1,3,49,1,17,1,2,161,5189,2
9,1,2,2,36,1,17,1,2,161,5190,2
9,2,,3,54,2,17,1,2,161,5190,2
9,,,,63,2,17,1,2,161,5190,2
9,1,2,1,61,2,17,1,2,161,5190,2
9,1,1,1,53,2,17,1,2,161,5191,2
9,1,1,1,26,2,17,1,2,161,5191,2
9,2,,2,53,1,17,1,2,162,5192,3
9,1,1,3,28,1,17,1,2,162,5192,3
9,1,1,3,26,1,17,1,2,162,5192,3
3,1,2,2,20,1,17,1,2,162,5193,3
9,1,2,1,32,1,17,1,2,162,5193,3
9,2,,1,63,1,17,1,2,162,5193,3
9,1,2,2,31,1,17,1,2,162,5194,3
9,1,2,3,29,2,17,1,2,162,5194,3
9,2,,1,80,1,17,1,2,162,5194,3
9,1,2,1,64,2,17,1,2,162,5194,3
4,1,1,3,24,2,17,1,2,162,5194,3
9,1,2,2,56,2,17,1,2,162,5195,3
9,1,1,2,86,1,17,1,2,162,5195,3
1,2,,4,51,1,17,1,2,162,5195,3
5,1,2,3,54,1,17,1,2,162,5195,3
9,2,,1,51,2,17,1,2,162,5196,3
3,1,2,1,38,2,17,1,2,162,5196,3
7,1,1,3,36,2,17,1,2,162,5196,3
9,2,,1,69,2,17,1,2,162,5196,3
9,1,1,3,38,1,17,1,2,161,5197,2
9,1,1,3,34,2,17,1,2,161,5197,2
4,1,2,1,20,2,17,1,2,161,5197,2
9,1,2,3,40,2,17,1,2,161,5197,2
9,,,,67,2,17,1,2,161,5197,2
9,1,2,1,38,2,17,1,2,161,5198,2
9,1,1,1,29,1,17,1,2,161,5198,2
9,1,2,1,29,2,17,1,2,161,5198,2
5,1,1,3,28,1,17,1,2,161,5198,2
9,2,,1,56,1,17,1,2,161,5198,2
1,1,1,3,69,1,17,1,2,163,5199,4
9,1,1,1,63,1,17,1,2,163,5199,4
9,1,1,3,39,2,17,1,2,163,5199,4
9,1,1,5,67,2,17,1,2,163,5199,4
9,,,,76,2,17,1,2,163,5199,4
9,9,,1,73,1,17,1,2,161,5200,2
5,1,1,2,30,1,17,1,2,161,5200,2
9,1,1,3,62,2,17,1,2,161,5200,2
9,2,,1,75,2,17,1,2,161,5200,2
9,1,1,2,64,2,17,1,2,161,5200,2
9,1,2,1,38,1,17,1,2,162,5201,3
9,1,1,4,27,2,17,1,2,162,5201,3
9,1,2,3,42,1,17,1,2,162,5201,3
