P1,P3,P4,P7,EDAD,SEXO,ENT,DOMINIO,REGION,EST_DIS,UPM_DIS,ESTRATO
4,1,1,3,36,2,15,1,2,139,5038,3
9,2,,1,75,1,15,1,2,139,5038,3
9,2,,1,62,2,15,1,2,139,5038,3
9,1,2,3,43,1,15,1,2,139,5038,3
9,2,,1,20,2,15,1,2,139,5038,3
9,1,1,3,37,1,15,1,2,138,5039,2
9,1,2,1,22,1,15,1,2,138,5039,2
4,1,2,3,33,2,15,1,2,138,5039,2
9,2,,1,34,2,15,1,2,138,5039,2
9,2,,1,49,2,15,1,2,138,5039,2
4,1,1,3,45,2,15,1,2,139,5040,3
9,2,,1,52,1,15,1,2,139,5040,3
9,2,,1,42,1,15,1,2,139,5040,3
9,1,2,1,20,2,15,1,2,139,5040,3
9,9,,1,69,1,15,1,2,138,5041,2
9,2,,1,46,2,15,1,2,138,5041,2
9,2,,1,49,1,15,1,2,138,5041,2
9,2,,1,48,2,15,1,2,138,5041,2
9,9,,9,63,2,15,1,2,138,5041,2
9,9,,1,32,1,15,1,2,138,5041,2
5,1,2,1,42,2,15,1,2,138,5042,2
5,1,2,1,28,2,15,1,2,138,5042,2
9,2,,1,25,1,15,1,2,138,5042,2
9,2,,1,47,2,15,1,2,138,5042,2
9,1,2,1,30,2,15,1,2,138,5042,2
5,1,2,2,20,1,15,1,2,138,5042,2
4,1,2,1,38,1,15,1,2,139,5043,3
9,1,1,1,44,2,15,1,2,139,5043,3
5,1,1,3,38,1,15,1,2,139,5043,3
9,2,,1,55,1,15,1,2,139,5043,3
5,1,2,1,28,2,15,1,2,139,5043,3
9,1,2,1,34,1,15,1,2,139,5043,3
4,2,,3,43,1,15,1,2,140,5044,4
5,1,1,3,50,2,15,1,2,140,5044,4
9,1,2,2,26,2,15,1,2,140,5044,4
4,1,2,1,22,1,15,1,2,140,5044,4
9,1,2,1,32,1,15,1,2,138,5045,2
9,1,2,1,62,2,15,1,2,138,5045,2
9,1,2,1,37,1,15,1,2,138,5045,2
9,1,2,1,20,2,15,1,2,138,5045,2
9,1,2,1,56,1,15,1,2,138,5045,2
9,1,2,1,52,2,15,1,2,138,5046,2
9,1,1,2,28,2,15,1,2,138,5046,2
9,1,2,1,22,2,15,1,2,138,5046,2
9,1,2,1,26,2,15,1,2,138,5046,2
9,1,2,1,24,2,15,1,2,138,5046,2
9,1,2,1,25,2,15,1,2,138,5047,2
9,1,2,1,56,2,15,1,2,138,5047,2
9,1,2,1,45,1,15,1,2,138,5047,2
9,1,2,1,43,1,15,1,2,138,5047,2
9,1,1,3,68,1,15,1,2,138,5048,2
9,1,2,1,59,1,15,1,2,138,5048,2
9,1,2,2,62,1,15,1,2,138,5048,2
9,2,,1,41,2,15,1,2,138,5048,2
9,1,2,2,30,2,15,1,2,138,5048,2
9,1,2,1,51,1,15,1,2,139,5049,3
9,1,2,3,22,2,15,1,2,139,5049,3
9,2,,2,60,1,15,1,2,139,5049,3
9,1,1,4,21,1,15,1,2,139,5049,3
9,2,,1,72,1,15,1,2,140,5050,4
9,2,,2,23,1,15,1,2,140,5050,4
4,1,1,3,23,1,15,1,2,140,5050,4
9,1,2,1,70,2,15,1,2,140,5051,4
5,1,1,2,22,2,15,1,2,140,5051,4
9,1,2,1,78,1,15,1,2,140,5051,4
9,1,2,1,35,2,15,1,2,138,5052,2
9,,,,76,2,15,1,2,138,5052,2
9,1,2,1,44,1,15,1,2,138,5052,2
9,1,2,1,37,2,15,1,2,138,5052,2
9,1,2,2,49,2,15,1,2,138,5052,2
9,1,2,2,37,2,15,1,2,138,5053,2
9,2,,2,56,1,15,1,2,138,5053,2
9,1,1,3,51,1,15,1,2,138,5053,2
5,1,1,5,42,1,15,1,2,138,5054,2
9,2,,1,59,1,15,1,2,138,5054,2
9,2,,1,47,1,15,1,2,138,5054,2
9,1,1,3,63,1,15,1,2,138,5054,2
9,2,,2,41,1,15,1,2,138,5054,2
9,,,,75,2,15,1,2,138,5055,2
9,1,2,3,31,1,15,1,2,138,5055,2
9,,,,73,1,15,1,2,138,5055,2
9,,,,87,1,15,1,2,138,5055,2
9,1,2,2,27,2,15,1,2,138,5055,2
9,2,,1,45,2,15,1,2,139,5056,3
9,1,1,3,24,1,15,1,2,139,5056,3
9,,,,63,2,15,1,2,139,5056,3
9,1,2,3,48,2,15,1,2,139,5056,3
9,2,,1,79,1,15,1,2,139,5056,3
9,2,,1,53,2,15,1,2,138,5057,2
9,2,,1,69,2,15,1,2,138,5057,2
9,2,,1,36,1,15,1,2,138,5057,2
9,1,1,3,44,2,15,1,2,138,5057,2
9,,,,75,2,15,1,2,138,5057,2
9,1,2,1,67,2,15,1,2,139,5058,3
9,2,,1,27,1,15,1,2,139,5058,3
5,1,1,3,37,2,15,1,2,139,5058,3
9,1,2,2,33,1,15,1,2,139,5058,3
9,1,1,3,20,1,15,1,2,139,5058,3
9,2,,3,51,1,15,1,2,138,5059,2
9,1,2,1,28,1,15,1,2,138,5059,2
9,2,,2,55,2,15,1,2,138,5059,2
9,1,2,1,37,1,15,1,2,138,5059,2
9,1,1,4,38,1,15,1,2,138,5059,2
9,2,,1,72,2,15,1,2,139,5060,3
9,1,2,1,56,1,15,1,2,139,5060,3
9,1,2,3,32,2,15,1,2,139,5060,3
9,2,,1,30,1,15,1,2,139,5060,3
9,2,,2,55,1,15,1,2,138,5061,2
9,1,2,3,49,2,15,1,2,138,5061,2
9,2,,1,43,1,15,1,2,138,5061,2
9,1,1,3,38,2,15,1,2,138,5061,2
9,,,,63,2,15,1,2,138,5061,2
9,,,,45,2,15,1,2,138,5062,2
9,1,1,2,28,2,15,1,2,138,5062,2
9,1,2,1,56,1,15,1,2,138,5062,2
9,,,,71,1,15,1,2,138,5062,2
9,,,,57,2,15,1,2,138,5062,2
9,1,2,1,35,2,15,1,2,138,5063,2
9,,,,63,2,15,1,2,138,5063,2
9,1,2,1,48,1,15,1,2,138,5063,2
9,,,,54,2,15,1,2,138,5063,2
9,1,2,1,43,2,15,1,2,140,5064,4
9,1,2,2,24,1,15,1,2,140,5064,4
5,1,2,3,36,2,15,1,2,140,5064,4
9,9,,1,43,1,15,1,2,140,5064,4
9,1,2,2,41,1,15,1,2,140,5064,4
9,1,2,1,58,2,15,1,2,140,5065,4
9,1,2,1,67,2,15,1,2,140,5065,4
9,1,2,1,74,2,15,1,2,140,5065,4
5,1,1,3,67,2,15,1,2,140,5065,4
5,1,1,4,33,1,15,1,2,140,5065,4
9,1,2,2,35,2,15,1,2,140,5066,4
9,1,2,1,86,2,15,1,2,140,5066,4
5,1,1,3,31,2,15,1,2,140,5066,4
9,1,2,1,28,1,15,1,2,140,5066,4
4,1,1,4,51,1,15,1,2,140,5066,4
9,1,2,1,38,2,15,1,2,138,5067,2
9,1,2,1,42,2,15,1,2,138,5067,2
9,1,2,1,40,1,15,1,2,138,5067,2
9,1,2,1,72,2,15,1,2,138,5067,2
9,1,2,1,26,2,15,1,2,138,5067,2
9,2,,1,45,1,15,1,2,138,5068,2
9,1,2,1,50,1,15,1,2,138,5068,2
9,1,2,1,51,2,15,1,2,138,5068,2
9,1,2,2,29,2,15,1,2,138,5068,2
9,1,2,1,20,2,15,1,2,138,5068,2
9,2,,1,75,2,15,1,2,138,5069,2
9,1,2,1,28,2,15,1,2,138,5069,2
9,1,2,1,42,2,15,1,2,138,5069,2
9,1,2,1,36,1,15,1,2,138,5069,2
9,1,2,1,46,2,15,1,2,138,5069,2
9,1,2,1,69,2,15,1,2,139,5070,3
9,1,2,1,36,1,15,1,2,139,5070,3
9,1,2,1,32,2,15,1,2,139,5070,3
9,1,2,1,49,2,15,1,2,139,5071,3
9,1,1,3,26,2,15,1,2,139,5071,3
9,1,2,1,27,2,15,1,2,139,5071,3
9,1,2,1,52,1,15,1,2,139,5071,3
9,1,2,1,29,1,15,1,2,139,5071,3
9,2,,3,69,2,15,1,2,138,5072,2
9,1,1,1,38,2,15,1,2,138,5072,2
9,,,,50,1,15,1,2,138,5072,2
9,2,,1,58,2,15,1,2,138,5072,2
9,1,2,3,27,2,15,1,2,138,5072,2
1,1,2,1,54,2,15,1,2,139,5073,3
9,1,1,1,30,2,15,1,2,139,5073,3
1,1,2,1,39,2,15,1,2,139,5073,3
1,1,2,2,35,2,15,1,2,139,5073,3
2,1,1,4,36,1,15,1,2,139,5073,3
9,2,,1,51,2,15,1,2,139,5074,3
9,2,,1,38,2,15,1,2,139,5074,3
3,1,1,3,26,2,15,1,2,139,5074,3
9,1,2,1,56,1,15,1,2,139,5074,3
9,1,2,1,37,2,15,1,2,139,5074,3
9,1,1,1,35,2,15,1,2,138,5075,2
9,,,,38,2,15,1,2,138,5075,2
9,,,,42,2,15,1,2,138,5075,2
9,,,,33,2,15,1,2,138,5075,2
9,2,,1,29,2,15,1,2,138,5075,2
9,1,2,1,53,2,15,1,2,139,5076,3
9,2,,1,70,2,15,1,2,139,5076,3
4,1,2,1,40,1,15,1,2,139,5076,3
9,1,2,1,22,1,15,1,2,139,5076,3
9,1,2,1,30,1,15,1,2,140,5077,4
9,2,,1,31,2,15,1,2,140,5077,4
9,9,,1,73,1,15,1,2,140,5077,4
9,1,2,1,37,1,15,1,2,140,5077,4
9,1,2,1,67,1,15,1,2,140,5077,4
9,2,,1,66,1,15,1,2,139,5078,3
9,9,,1,63,1,15,1,2,139,5078,3
9,1,2,1,31,2,15,1,2,139,5078,3
9,2,,1,39,2,15,1,2,139,5078,3
5,1,2,1,21,2,15,1,2,139,5078,3
9,1,2,1,39,2,15,1,2,138,5079,2
9,1,2,1,36,2,15,1,2,138,5079,2
4,1,1,3,43,2,15,1,2,138,5079,2
9,1,2,1,68,2,15,1,2,138,5079,2
9,2,,1,60,2,15,1,2,138,5079,2
9,1,2,1,25,2,15,1,2,138,5080,2
9,9,,1,69,1,15,1,2,138,5080,2
9,1,2,1,35,1,15,1,2,138,5080,2
9,1,2,3,50,1,15,1,2,138,5080,2
9,1,1,3,29,1,15,1,2,138,5080,2
9,1,1,3,51,1,15,1,2,138,5081,2
9,1,2,2,33,2,15,1,2,138,5081,2
9,1,2,2,37,1,15,1,2,138,5081,2
9,1,2,2,44,1,15,1,2,138,5081,2
9,1,2,1,26,2,15,1,2,138,5082,2
5,1,2,2,42,2,15,1,2,138,5082,2
9,2,,1,34,2,15,1,2,138,5082,2
4,1,1,3,24,2,15,1,2,138,5082,2
9,1,2,3,43,1,15,1,2,138,5082,2
9,1,2,1,32,1,15,1,2,133,5083,2
9,1,2,1,47,2,15,1,2,133,5083,2
9,1,2,1,36,2,15,1,2,133,5083,2
5,1,2,1,23,2,15,1,2,133,5083,2
5,1,2,1,30,2,15,1,2,133,5083,2
4,1,1,3,22,1,15,1,2,133,5083,2
9,1,1,3,38,2,15,1,2,133,5083,2
9,1,1,3,25,2,15,1,2,133,5083,2
9,1,2,1,24,1,15,1,2,133,5083,2
9,1,1,3,47,2,15,1,2,133,5083,2
9,2,,1,35,1,15,1,2,133,5083,2
9,1,2,1,39,1,15,1,2,133,5083,2
9,1,2,1,43,1,15,1,2,133,5083,2
9,1,2,1,45,1,15,1,2,133,5083,2
9,1,2,2,54,2,15,1,2,133,5083,2
5,1,2,2,31,1,15,1,2,133,5083,2
9,1,2,1,45,2,15,1,2,133,5083,2
9,1,2,2,21,2,15,1,2,133,5083,2
9,1,2,1,80,2,15,1,2,141,5084,2
9,1,2,1,59,2,15,1,2,141,5084,2
9,1,2,1,39,1,15,1,2,141,5084,2
9,1,2,1,25,1,15,1,2,141,5084,2
9,1,2,1,65,1,15,1,2,141,5084,2
9,1,1,3,24,1,15,1,2,141,5085,2
9,1,2,1,22,2,15,1,2,141,5085,2
9,1,2,1,66,2,15,1,2,141,5085,2
9,1,2,1,21,1,15,1,2,141,5085,2
9,2,,1,34,1,15,1,2,143,5086,4
2,1,2,1,53,1,15,1,2,143,5086,4
9,,,,64,1,15,1,2,143,5086,4
5,9,,4,24,2,15,1,2,143,5086,4
9,,,,43,2,15,1,2,143,5086,4
9,2,,1,72,1,15,1,2,141,5087,2
9,1,2,1,33,2,15,1,2,141,5087,2
9,1,2,3,25,1,15,1,2,141,5087,2
9,1,2,1,22,1,15,1,2,141,5087,2
9,1,2,1,34,2,15,1,2,141,5087,2
9,1,2,1,32,1,15,1,2,141,5088,2
5,1,1,3,31,1,15,1,2,141,5088,2
9,1,2,1,54,1,15,1,2,141,5088,2
5,1,2,3,30,1,15,1,2,141,5088,2
9,1,2,1,40,2,15,1,2,141,5088,2
9,2,,1,31,1,15,1,2,142,5089,3
9,1,2,2,38,2,15,1,2,142,5089,3
5,1,1,3,49,2,15,1,2,142,5089,3
9,1,2,1,26,1,15,1,2,142,5089,3
9,2,,1,55,2,15,1,2,142,5089,3
9,1,2,1,63,1,15,1,2,141,5090,2
2,1,1,2,44,2,15,1,2,141,5090,2
9,1,1,1,50,2,15,1,2,141,5090,2
9,9,,3,77,1,15,1,2,141,5090,2
9,,,,85,1,15,1,2,141,5090,2
9,,,,63,1,15,1,2,141,5091,2
9,,,,61,2,15,1,2,141,5091,2
9,9,,2,40,1,15,1,2,141,5091,2
9,,,,44,2,15,1,2,141,5091,2
9,1,2,1,44,1,15,1,2,143,5092,4
9,1,2,1,41,1,15,1,2,143,5092,4
3,1,2,1,20,2,15,1,2,143,5092,4
4,1,1,3,32,2,15,1,2,143,5092,4
9,2,,1,40,1,15,1,2,142,5093,3
1,1,1,4,23,1,15,1,2,142,5093,3
9,,,,55,2,15,1,2,142,5093,3
9,2,,1,45,2,15,1,2,141,5094,2
9,1,2,1,29,1,15,1,2,141,5094,2
9,1,2,2,39,2,15,1,2,141,5094,2
4,1,2,1,57,1,15,1,2,141,5094,2
3,1,2,2,46,1,15,1,2,141,5094,2
9,9,,1,72,1,15,1,2,134,5095,2
9,2,,1,42,2,15,1,2,134,5095,2
5,1,2,1,22,2,15,1,2,134,5095,2
9,,,,74,1,15,1,2,134,5095,2
9,2,,1,71,1,15,1,2,134,5095,2
4,1,2,2,27,2,15,1,2,134,5095,2
9,2,,1,51,2,15,1,2,134,5095,2
9,1,2,1,30,1,15,1,2,134,5095,2
9,2,,1,43,2,15,1,2,134,5095,2
5,1,1,3,26,1,15,1,2,134,5095,2
9,2,,1,80,2,15,1,2,134,5095,2
9,1,2,1,24,1,15,1,2,134,5095,2
9,1,2,3,43,1,15,1,2,134,5095,2
9,2,,1,49,1,15,1,2,134,5095,2
9,2,,1,66,2,15,1,2,134,5095,2
9,1,2,1,47,2,15,1,2,134,5095,2
9,1,2,1,42,2,15,1,2,134,5095,2
9,2,,1,59,2,15,1,2,134,5095,2
9,2,,1,36,2,15,1,2,134,5095,2
9,2,,1,55,1,15,1,2,134,5095,2
4,1,1,2,39,1,15,1,2,144,5096,2
5,1,2,1,36,1,15,1,2,144,5096,2
9,1,1,3,43,2,15,1,2,144,5096,2
5,1,2,1,36,1,15,1,2,144,5096,2
9,,,,68,2,15,1,2,134,5097,2
9,9,,1,21,2,15,1,2,134,5097,2
9,,,,77,1,15,1,2,134,5097,2
9,2,,1,44,1,15,1,2,134,5097,2
9,1,2,1,26,1,15,1,2,134,5097,2
9,1,2,1,46,2,15,1,2,134,5097,2
9,,,,75,1,15,1,2,134,5097,2
9,,,,55,2,15,1,2,134,5097,2
9,1,2,1,30,2,15,1,2,134,5097,2
9,1,2,9,33,2,15,1,2,134,5097,2
9,1,2,1,33,1,15,1,2,134,5097,2
2,1,1,1,38,1,15,1,2,134,5097,2
9,,,,41,2,15,1,2,134,5097,2
9,,,,67,1,15,1,2,134,5097,2
1,1,1,3,24,2,15,1,2,134,5097,2
9,1,2,1,55,2,15,1,2,134,5097,2
9,1,2,1,37,2,15,1,2,144,5098,2
9,1,2,1,28,1,15,1,2,144,5098,2
9,2,,1,64,2,15,1,2,144,5098,2
9,2,,1,64,2,15,1,2,144,5098,2
9,1,2,1,34,2,15,1,2,144,5098,2
9,1,1,2,20,2,15,1,2,134,5099,2
9,,,,29,2,15,1,2,134,5099,2
9,,,,35,1,15,1,2,134,5099,2
9,9,,9,32,1,15,1,2,134,5099,2
9,1,2,1,49,2,15,1,2,134,5099,2
3,1,2,2,55,2,15,1,2,134,5099,2
9,1,2,1,50,2,15,1,2,134,5099,2
9,2,,1,27,1,15,1,2,134,5099,2
9,,,,81,2,15,1,2,134,5099,2
9,,,,36,1,15,1,2,134,5099,2
9,2,,1,38,2,15,1,2,134,5099,2
9,,,,46,2,15,1,2,134,5099,2
9,,,,63,2,15,1,2,134,5099,2
9,,,,75,2,15,1,2,134,5099,2
9,1,2,1,39,1,15,1,2,134,5099,2
9,1,2,2,36,1,15,1,2,134,5099,2
9,1,2,1,38,2,15,1,2,144,5100,2
9,1,2,2,40,2,15,1,2,144,5100,2
9,1,2,1,34,1,15,1,2,144,5100,2
4,1,2,1,51,1,15,1,2,144,5100,2
9,,,,47,2,15,1,2,144,5101,2
9,9,,3,40,1,15,1,2,144,5101,2
9,1,2,1,22,1,15,1,2,144,5101,2
9,1,2,1,33,2,15,1,2,144,5101,2
1,1,2,2,20,2,15,1,2,144,5101,2
9,1,2,3,47,2,15,1,2,140,5102,4
9,1,1,3,20,1,15,1,2,140,5102,4
9,1,2,3,34,1,15,1,2,140,5102,4
1,1,1,5,36,2,15,1,2,140,5103,4
3,1,2,1,50,1,15,1,2,140,5103,4
9,1,1,1,37,2,15,1,2,140,5103,4
9,1,2,3,30,1,15,1,2,140,5103,4
9,1,2,1,37,1,15,2,2,136,5104,2
9,,,,48,2,15,2,2,136,5104,2
9,2,,1,22,2,15,2,2,136,5104,2
9,2,,1,39,1,15,2,2,136,5104,2
9,,,,58,1,15,2,2,136,5104,2
9,,,,72,1,15,2,2,136,5104,2
9,,,,66,1,15,2,2,136,5104,2
9,,,,66,2,15,2,2,136,5104,2
9,,,,40,2,15,2,2,136,5104,2
9,,,,64,1,15,2,2,136,5104,2
9,1,2,1,20,2,15,2,2,136,5104,2
9,,,,50,1,15,2,2,136,5104,2
9,1,2,1,47,1,15,2,2,136,5104,2
9,,,,53,2,15,2,2,136,5104,2
9,,,,57,1,15,2,2,136,5104,2
9,,,,57,2,15,2,2,136,5104,2
9,,,,75,2,15,2,2,136,5104,2
9,1,2,1,22,1,15,2,2,136,5104,2
9,,,,73,1,15,2,2,136,5104,2
9,,,,71,2,15,2,2,136,5104,2
9,,,,45,1,15,2,2,135,5105,1
9,,,,42,2,15,2,2,135,5105,1
5,1,1,4,22,2,15,2,2,135,5105,1
9,2,,1,45,2,15,2,2,135,5105,1
9,,,,76,1,15,2,2,135,5105,1
9,,,,43,2,15,2,2,135,5105,1
9,,,,28,2,15,2,2,135,5105,1
9,1,2,1,29,2,15,2,2,135,5105,1
9,1,1,2,40,2,15,2,2,135,5105,1
9,1,2,1,48,2,15,2,2,135,5105,1
9,,,,66,2,15,2,2,135,5105,1
9,,,,41,2,15,2,2,135,5105,1
9,1,2,1,31,1,15,2,2,135,5105,1
9,1,2,1,41,2,15,2,2,135,5105,1
9,1,2,1,38,1,15,2,2,135,5105,1
9,,,,47,2,15,2,2,135,5105,1
3,1,1,4,34,1,15,2,2,135,5105,1
9,,,,58,2,15,2,2,135,5105,1
9,,,,62,2,15,2,2,135,5106,1
9,,,,25,2,15,2,2,135,5106,1
9,1,2,2,27,1,15,2,2,135,5106,1
9,,,,40,1,15,2,2,135,5106,1
9,,,,60,2,15,2,2,135,5106,1
9,,,,45,1,15,2,2,135,5106,1
9,,,,80,1,15,2,2,135,5106,1
9,,,,25,2,15,2,2,135,5106,1
9,2,,1,36,2,15,2,2,135,5106,1
9,,,,48,2,15,2,2,135,5106,1
9,,,,22,1,15,2,2,135,5106,1
9,9,,1,26,1,15,2,2,135,5106,1
9,,,,43,2,15,2,2,135,5106,1
9,9,,9,33,2,15,2,2,135,5106,1
9,,,,78,1,15,2,2,135,5106,1
9,,,,32,2,15,2,2,135,5106,1
9,,,,40,2,15,2,2,135,5106,1
9,2,,1,29,1,15,2,2,135,5106,1
9,1,1,3,74,2,16,1,2,152,5107,3
9,1,1,1,58,2,16,1,2,152,5107,3
9,1,1,3,25,2,16,1,2,152,5107,3
9,1,2,3,34,2,16,1,2,152,5107,3
9,1,2,4,38,2,16,1,2,152,5107,3
9,1,2,2,79,2,16,1,2,152,5107,3
2,1,1,5,24,1,16,1,2,152,5108,3
9,1,1,1,20,1,16,1,2,152,5108,3
9,1,2,1,30,1,16,1,2,152,5108,3
4,1,1,1,33,1,16,1,2,152,5108,3
4,1,1,3,36,1,16,1,2,152,5109,3
9,,,,67,1,16,1,2,152,5109,3
9,2,,1,67,2,16,1,2,152,5109,3
4,1,1,2,59,2,16,1,2,152,5109,3
9,1,2,1,65,2,16,1,2,152,5110,3
3,1,1,3,34,2,16,1,2,152,5110,3
9,1,1,3,67,1,16,1,2,152,5110,3
9,1,1,3,68,1,16,1,2,152,5110,3
5,1,1,4,22,1,16,1,2,152,5110,3
9,2,,1,72,2,16,1,2,151,5111,2
9,2,,1,44,1,16,1,2,151,5111,2
9,1,2,1,36,1,16,1,2,151,5111,2
9,2,,1,39,1,16,1,2,151,5111,2
9,1,2,2,36,1,16,1,2,151,5111,2
9,1,2,1,31,1,16,1,2,151,5112,2
3,1,2,2,39,1,16,1,2,151,5112,2
2,1,1,2,43,1,16,1,2,151,5112,2
9,1,2,1,68,2,16,1,2,151,5112,2
5,1,2,2,42,1,16,1,2,151,5112,2
3,1,1,4,61,1,16,1,2,151,5113,2
9,2,,1,45,2,16,1,2,151,5113,2
9,1,1,5,35,1,16,1,2,151,5113,2
9,1,1,2,62,1,16,1,2,151,5113,2
9,1,1,1,21,2,16,1,2,151,5113,2
9,1,1,3,33,2,16,1,2,152,5114,3
9,1,1,4,28,1,16,1,2,152,5114,3
9,1,2,3,43,2,16,1,2,152,5114,3
9,1,2,1,50,2,16,1,2,152,5114,3
9,1,2,1,60,2,16,1,2,152,5114,3
9,2,,3,28,2,16,1,2,152,5115,3
9,1,1,2,42,2,16,1,2,152,5115,3
9,1,1,2,56,2,16,1,2,152,5115,3
9,1,2,1,48,1,16,1,2,152,5115,3
9,1,2,2,69,2,16,1,2,152,5115,3
9,2,,2,33,1,16,1,2,151,5116,2
9,1,2,3,30,2,16,1,2,151,5116,2
4,1,2,2,25,1,16,1,2,151,5116,2
9,,,,43,1,16,1,2,151,5116,2
9,1,1,1,49,1,16,1,2,151,5116,2
9,2,,1,69,2,16,1,2,152,5117,3
2,1,1,3,33,1,16,1,2,152,5117,3
9,2,,1,68,2,16,1,2,152,5118,3
5,1,1,3,22,1,16,1,2,152,5118,3
3,1,1,3,27,2,16,1,2,152,5118,3
9,1,2,1,29,2,16,1,2,151,5119,2
9,2,,1,36,2,16,1,2,151,5119,2
9,1,2,1,25,2,16,1,2,151,5119,2
9,1,1,1,26,1,16,1,2,151,5119,2
3,1,1,3,40,2,16,1,2,153,5120,4
4,1,1,3,41,2,16,1,2,153,5120,4
4,1,2,2,34,1,16,1,2,153,5120,4
9,2,,1,47,1,16,1,2,153,5120,4
3,1,1,1,32,2,16,1,2,153,5121,4
9,1,2,1,23,1,16,1,2,153,5121,4
3,1,1,3,23,2,16,1,2,153,5121,4
4,1,2,1,29,2,16,1,2,153,5121,4
9,1,2,1,31,2,16,1,2,153,5122,4
9,1,2,1,44,2,16,1,2,153,5122,4
3,1,2,3,38,2,16,1,2,153,5122,4
9,9,,1,33,2,16,1,2,153,5122,4
9,1,1,3,46,2,16,1,2,153,5122,4
9,,,,65,1,16,1,2,151,5123,2
9,1,2,1,70,2,16,1,2,151,5123,2
4,1,1,1,38,2,16,1,2,151,5123,2
9,2,,1,54,1,16,1,2,151,5123,2
9,2,,3,79,1,16,1,2,152,5124,3
9,1,2,1,28,1,16,1,2,152,5124,3
9,,,,54,1,16,1,2,152,5124,3
9,2,,1,73,2,16,1,2,152,5124,3
3,1,1,5,29,2,16,1,2,152,5124,3
9,1,2,1,76,2,16,1,2,151,5125,2
9,1,2,3,35,2,16,1,2,151,5125,2
9,,,,65,2,16,1,2,151,5125,2
9,1,2,1,23,1,16,1,2,151,5125,2
4,1,1,5,49,2,16,1,2,151,5125,2
9,1,1,4,28,2,16,1,2,152,5126,3
9,1,1,4,36,1,16,1,2,152,5126,3
9,1,1,2,37,2,16,1,2,152,5126,3
9,,,,61,2,16,1,2,152,5126,3
9,1,2,2,47,2,16,1,2,151,5127,2
9,1,2,2,36,1,16,1,2,151,5127,2
9,1,1,2,25,2,16,1,2,151,5127,2
9,1,2,1,66,2,16,1,2,151,5127,2
9,2,,1,57,2,16,1,2,151,5128,2
9,2,,1,27,2,16,1,2,151,5128,2
9,1,1,5,42,2,16,1,2,151,5128,2
9,1,1,2,40,1,16,1,2,151,5128,2
9,1,1,1,28,2,16,1,2,152,5129,3
9,1,2,1,30,1,16,1,2,152,5129,3
9,1,2,1,38,1,16,1,2,152,5129,3
9,1,1,3,57,1,16,1,2,152,5129,3
9,1,2,3,39,2,16,1,2,152,5130,3
9,,,,63,1,16,1,2,152,5130,3
9,1,2,2,64,2,16,1,2,152,5130,3
9,1,2,1,26,2,16,1,2,152,5130,3
9,1,1,5,43,1,16,1,2,152,5130,3
9,2,,1,28,1,16,1,2,151,5131,2
9,1,2,1,32,1,16,1,2,151,5131,2
3,1,1,2,28,2,16,1,2,151,5131,2
9,,,,54,1,16,1,2,151,5131,2
9,1,1,5,59,1,16,1,2,151,5131,2
9,1,1,4,47,1,16,1,2,151,5132,2
9,,,,81,2,16,1,2,151,5132,2
9,1,2,3,21,2,16,1,2,151,5132,2
9,1,1,2,36,2,16,1,2,151,5132,2
9,,,,58,2,16,1,2,145,5133,2
9,2,,1,29,2,16,1,2,145,5133,2
4,1,1,3,43,2,16,1,2,145,5133,2
9,2,,1,25,1,16,1,2,145,5133,2
9,1,1,3,47,2,16,1,2,145,5133,2
9,1,2,2,48,1,16,1,2,145,5133,2
9,1,1,2,44,2,16,1,2,145,5133,2
9,,,,65,2,16,1,2,145,5133,2
9,1,2,3,40,1,16,1,2,145,5133,2
9,1,2,4,33,1,16,1,2,145,5133,2
9,1,1,5,38,1,16,1,2,145,5133,2
9,,,,69,2,16,1,2,145,5133,2
9,1,2,2,46,1,16,1,2,145,5133,2
9,1,2,1,52,1,16,1,2,145,5133,2
9,,,,83,1,16,1,2,145,5133,2
9,1,1,1,59,2,16,1,2,145,5133,2
9,,,,80,2,16,1,2,145,5133,2
9,1,1,3,28,2,16,1,2,145,5133,2
4,1,1,1,53,1,16,1,2,145,5133,2
9,2,,1,60,2,16,1,2,145,5134,2
9,2,,1,20,2,16,1,2,145,5134,2
9,2,,1,40,2,16,1,2,145,5134,2
9,2,,1,30,2,16,1,2,145,5134,2
9,,,,42,1,16,1,2,145,5134,2
9,,,,48,2,16,1,2,145,5134,2
9,2,,2,21,2,16,1,2,145,5134,2
9,2,,1,34,2,16,1,2,145,5134,2
9,2,,2,30,1,16,1,2,145,5134,2
9,2,,1,27,2,16,1,2,145,5134,2
9,2,,3,37,1,16,1,2,145,5134,2
9,1,1,2,25,1,16,1,2,145,5134,2
9,,,,75,1,16,1,2,145,5134,2
9,,,,25,1,16,1,2,145,5134,2
9,1,2,3,45,1,16,1,2,145,5134,2
9,,,,72,1,16,1,2,145,5134,2
9,,,,51,2,16,1,2,145,5134,2
9,,,,38,2,16,1,2,145,5134,2
9,1,1,3,29,2,16,1,2,145,5134,2
9,1,1,3,31,2,16,1,2,154,5135,2
9,2,,1,31,2,16,1,2,154,5135,2
9,1,1,1,29,2,16,1,2,154,5135,2
9,2,,1,50,2,16,1,2,154,5135,2
9,1,1,2,39,2,16,1,2,154,5135,2
9,,,,70,1,16,1,2,145,5136,2
9,2,,1,68,1,16,1,2,145,5136,2
9,2,,1,38,1,16,1,2,145,5136,2
